candidate_id,full_name,email,phone,role_applied,department,created_at,source_channel
5ff39a66-81be-4483-a727-e315d2858099,Anusha Bath,praneel40@example.net,+918427109477,DevOps Engineer,Design,2026-04-17T15:19:55Z,internshala
75efecd7-bc9c-4c66-aa5b-c87e16625f7e,Vanya Comar,loak@example.org,+916719022941,Content Strategist,Engineering,2026-03-18T06:16:10Z,internshala
784501df-ecd9-4a9d-b898-a350a5a94be4,Lajita Seshadri,jagatsaha@example.net,04964990913,HR Business Partner,Engineering,2026-04-27T07:13:12Z,linkedin
3aeeb01e-dc43-429e-9027-a38529ddd8ae,Oscar Borde,aishanibumb@example.org,+910679740344,Content Strategist,Sales,2026-04-19T18:17:02Z,referral
97f271cc-abda-4d3e-8f21-cae49ec4343f,Rudra Sandal,rbobal@example.org,+918324210249,UX Designer,Legal,2026-06-17T23:56:45Z,linkedin
a6e1e90a-0b73-43bf-8d17-fdda73f91918,Neha Magar,reva17@example.net,8771906594,Frontend Engineer,HR,2026-06-12T14:43:22Z,linkedin
60d02014-9afa-4a6a-b431-2635e82e8aa4,Amruta Baria,chandveer@example.net,+917874296717,DevOps Engineer,Design,2026-03-17T19:18:22Z,referral
058ac95f-e77d-4df4-8ea8-b65a11ee434b,Naveen Narayan,nilima55@example.net,07468071545,Operations Lead,Design,2026-03-28T22:55:13Z,company_portal
fb18bbc7-58a7-42d5-b4c4-8e479d97b487,Odika Bhagat,ravalyoshita@example.org,+918597703482,ML Engineer,Legal,2026-03-18T18:45:31Z,naukri
671e8c27-8ae7-4698-bf3d-fa9d6a1f1d4e,Nathan Mukhopadhyay,raksha71@example.org,0861317127,Content Strategist,Operations,2026-05-19T02:50:44Z,referral
db02b052-8d1b-4523-b25a-5bd9971bda08,Yagnesh Shan,yashodhara46@example.com,2639821465,Financial Analyst,Marketing,2026-04-29T17:11:37Z,naukri
04b7e144-46a3-4566-921d-14d6897ac994,Manthan Sekhon,aarnav44@example.net,7558867533,HR Business Partner,Product,2026-03-20T17:49:07Z,referral
bb5d008d-8189-4561-b294-9303591f9519,Eesha Solanki,xkaur@example.com,6627028951,Data Analyst,Marketing,2026-05-16T14:43:53Z,linkedin
e47d0440-48ac-4791-8011-17e14ea94492,Maanas Rout,hchaudhry@example.com,2174596158,Operations Lead,Data,2026-03-07T00:10:46Z,internshala
f2b9068a-10b1-4e4e-912d-1c0742d1d3c3,Balendra Biswas,onadig@example.net,+914316117240,Software Engineer,Product,2026-05-17T11:36:34Z,linkedin
83101cad-b189-4a86-8f09-962f9edd945a,Kavya Sankar,nairdaksh@example.com,+913869222196,Data Analyst,Engineering,2026-05-15T18:57:03Z,company_portal
4800d965-14ac-4052-9009-95a30ddc0494,Aachal Sharaf,widishadhar@example.org,00748217594,Operations Lead,Data,2026-06-15T11:40:39Z,company_portal
8c23fc09-7c1d-4a95-a621-216d8e3c6fa3,Leena Subramanian,dkrishna@example.com,+913695944064,UX Designer,Operations,2026-03-26T23:42:05Z,referral
3e75e335-8fb7-4085-9d71-2dfd1020f19b,Indira Kanda,bawawatika@example.com,3942104709,Legal Counsel,HR,2026-03-10T08:38:35Z,referral
7e9fe818-dd50-4a08-a92a-347e7a3512cf,Parth Iyer,karan14@example.com,+918588424745,DevOps Engineer,Finance,2026-03-29T09:40:59Z,referral
8d8098b6-0ccd-48e3-8305-5aec692c75fb,Mekhala Pau,sidhufaqid@example.org,+916048175496,Data Analyst,Finance,2026-06-10T22:18:24Z,company_portal
cfbe7386-8a28-46a2-809a-1b5c3b8c54d9,Timothy Bhatnagar,hritik37@example.org,7461200471,Financial Analyst,HR,2026-04-07T23:52:38Z,linkedin
eacd0c5f-d912-4b4c-a011-ae5ec1d38a43,Kamala Zachariah,keerkrishna@example.com,09261796405,Software Engineer,Finance,2026-06-10T03:14:11Z,company_portal
fe1b0531-ce2c-4b3b-8138-a4cc4891bd1b,Hardik Pillai,sachisaxena@example.org,5064317139,UX Designer,Data,2026-06-08T00:39:58Z,referral
0a2365c9-18c3-4d20-80d0-04e60ed50ee3,Samesh Biswas,bedigauri@example.org,3933529042,HR Business Partner,Design,2026-03-17T02:37:27Z,naukri
708606a8-202d-4d0f-a1df-37bdb1c670e4,Karan Aurora,zashilghosh@example.org,03950240268,Sales Executive,HR,2026-05-24T14:46:50Z,referral
54bbeeb3-b52e-41aa-a61d-49d808f0c2fb,Yochana Chopra,bhattvamakshi@example.com,08390847007,HR Business Partner,Operations,2026-06-14T14:34:40Z,linkedin
1ee90c2e-3d66-4bc0-8ff6-ccc938416838,Sachi Borah,rsandhu@example.org,+915921249985,Backend Engineer,Operations,2026-06-19T10:08:17Z,linkedin
935108cb-2939-4ea0-9c4b-af2effa3436f,Hardik Contractor,swali@example.com,8367365766,Content Strategist,Data,2026-06-11T03:15:39Z,referral
c850a645-b389-41c7-b4c2-6a81070ad897,Kavya Dua,munshiprisha@example.com,7111161528,HR Business Partner,HR,2026-04-11T07:52:12Z,referral
6cb03322-5d11-418a-947c-3c4395956fbb,Pallavi Behl,narayanjason@example.com,09451983273,Content Strategist,Engineering,2026-04-12T08:54:49Z,referral
c516cc06-bdfa-4fdb-a0e8-0d8bf1d0ec63,Upkaar Sanghvi,pallajhalak@example.org,9980940244,Software Engineer,Finance,2026-04-16T15:45:15Z,company_portal
78848b96-6c51-49f0-9fe4-1f6442e68de7,Ekaraj Dhar,indali02@example.org,0183667525,Sales Executive,Finance,2026-04-01T21:24:15Z,internshala
d4d02b04-501d-4436-b580-be8d42919e31,Nachiket Dugar,ekta99@example.org,0147679764,Product Manager,Data,2026-03-26T17:50:37Z,company_portal
6f2a5c45-64f7-4178-add2-2ff876b3dc99,Indrajit Mander,yauvanicomar@example.com,9784036900,Software Engineer,Legal,2026-05-17T23:20:14Z,internshala
a8099e87-cc17-4279-b29b-5ecf6b389d14,Bimala Narang,charvikakar@example.org,+910762268388,Frontend Engineer,Marketing,2026-06-17T09:48:50Z,linkedin
dbe897b9-1e11-4f9d-9db8-09079c6f4dea,Tripti Brahmbhatt,ekbal60@example.com,09696641605,Legal Counsel,HR,2026-06-19T12:13:00Z,internshala
6c92f9ad-7277-4a2a-995b-27fdda2b0db4,Hitesh Kohli,trivenipathak@example.org,09681645352,Product Manager,Engineering,2026-03-18T02:40:11Z,internshala
6d1348a1-3f2f-4527-aca9-384f91700237,Ikshita Panchal,uppalishaan@example.net,2312432921,ML Engineer,Design,2026-06-13T16:33:01Z,linkedin
53bcec69-3eba-4303-8abd-2743ecdd18b1,Ekantika Mutti,wakeetashetty@example.net,+917177449058,Data Analyst,Data,2026-03-05T16:49:56Z,naukri
8de1f443-bda6-4e7a-be73-99abfe57f6aa,Dakshesh Pillay,mukherjeetriya@example.com,01199867980,Content Strategist,Legal,2026-06-05T23:11:05Z,referral
e3fcb52b-1ed5-4d82-b8b6-32b4e716bd82,Yachana Dora,uguha@example.net,+917151820377,Legal Counsel,Engineering,2026-03-08T19:56:18Z,internshala
2b2c13fb-9d74-494a-90d0-b8f1ee025820,Nilima Nigam,janujapradhan@example.com,9051518644,Financial Analyst,Legal,2026-06-13T07:49:35Z,internshala
39ad60be-fdea-4565-9f80-4d5a1a65b135,Inaya Mukherjee,gauribumb@example.net,6291486528,Marketing Specialist,Sales,2026-03-19T17:33:10Z,referral
565fa6ff-1b0f-46f4-9f4f-eb6353f424e6,Janani More,sampathyashoda@example.com,+913573322141,UX Designer,Sales,2026-04-29T05:41:38Z,naukri
82333b2d-2e83-48da-825c-81fce055f612,Mitesh Gaba,nayarkaran@example.net,+919270653794,Backend Engineer,Sales,2026-06-03T19:57:35Z,naukri
4a2b808a-e69e-48ce-83bc-d98d6b8185a2,Upasna Hari,ikaur@example.org,09774688623,Content Strategist,Product,2026-04-28T20:24:15Z,linkedin
2e8428ee-b0a3-4884-aa38-d6425afcbef5,Kamya Chauhan,zashilben@example.net,8141247826,Legal Counsel,Legal,2026-04-01T06:07:53Z,linkedin
821af57e-b085-4cbb-abfb-f7b81e5ef699,Oeshi Bera,kapadiashravya@example.com,08536153051,Operations Lead,Data,2026-06-15T00:28:38Z,internshala
eef42d4b-51e5-49ad-85da-5357feba850d,Liam Singh,madhav20@example.com,09010432898,Product Manager,Marketing,2026-05-08T17:58:24Z,linkedin
0eb03bc2-0d2d-4824-9bba-9e32b3f4105d,Charvi Dara,xchoudhry@example.com,+913697117980,Marketing Specialist,Sales,2026-05-12T19:26:56Z,referral
2c04c0a2-0707-4653-967a-df56f604488b,Ira Khosla,maanasmanne@example.com,6218518888,ML Engineer,Operations,2026-04-05T03:48:31Z,company_portal
0d871cf9-abfe-4358-ac15-6c8c45b38ff6,Kashvi Kulkarni,ramakrishnanupma@example.org,0515319520,DevOps Engineer,Operations,2026-03-02T11:16:19Z,linkedin
b2e65e01-fc31-40cb-808a-68c0c2a4a2ee,Qabil Deshmukh,hamsini27@example.net,+917043030548,Sales Executive,Product,2026-03-13T13:15:46Z,referral
4d31c08d-3ee0-4031-a963-2b713b94af0c,Bhavika Parikh,qsolanki@example.org,+915415667652,Data Analyst,Product,2026-05-08T21:23:47Z,internshala
89955ce3-d6f7-404a-95c8-39b76e954851,Fitan Samra,xtank@example.net,+916928451154,Sales Executive,Sales,2026-05-30T01:27:25Z,internshala
0a881485-d628-43ba-a18b-80dd8e448d99,Indali Sekhon,sanaya96@example.org,+915964016582,Frontend Engineer,Marketing,2026-05-19T08:17:29Z,referral
abe5f117-bce1-46d2-838d-45bb278f5550,Ekalinga Keer,dharraksha@example.org,5569092755,Operations Lead,HR,2026-05-08T23:38:34Z,company_portal
bcb1d9ef-e9b0-42ea-9551-ffc633a92e79,Mitali Murthy,kbose@example.org,4310278681,Data Analyst,Finance,2026-06-19T09:09:24Z,company_portal
38f098e6-2caa-4f7e-82a5-e8e42fc36a1d,Vritti Iyengar,abha73@example.net,+912172715518,Software Engineer,Marketing,2026-06-20T16:26:15Z,referral
cbb46e32-3a7a-4b62-ac9f-436ba3668580,Jairaj Iyer,charita22@example.com,+913705895782,Product Manager,HR,2026-05-09T09:05:48Z,internshala
fc9a150d-049a-4803-b368-d630b0abd674,Nirja Rout,bhattidayamai@example.com,1251778528,Operations Lead,Engineering,2026-04-07T04:43:53Z,linkedin
8d2272a6-a9ef-4dc2-9cad-c401aef5f878,Jeet Vasa,kaisant@example.net,+914225358414,Content Strategist,Design,2026-06-14T15:14:06Z,internshala
01fc3b22-0c61-44f1-8948-ab87aad48679,Girik Thakkar,anvidass@example.net,2992299590,ML Engineer,Marketing,2026-06-22T05:59:37Z,internshala
e76e83d6-78cd-4427-800c-b3a372e6ceed,Shivansh Saha,bumbchakradev@example.net,0784473647,Product Manager,Finance,2026-03-13T22:56:36Z,referral
9008768f-ed50-4af1-9d8a-5d611ef0c313,Veda Shetty,bhasinnakul@example.com,+915925556258,Sales Executive,Marketing,2026-06-21T02:57:37Z,linkedin
c735cf54-0eee-4323-95be-fa5338771edd,Amara Sengupta,nagarwyatt@example.com,+912104696325,UX Designer,Data,2026-04-20T18:23:06Z,linkedin
55854bdd-257c-4b78-a24d-620d50159306,Wishi Morar,ranveer27@example.net,00168733950,DevOps Engineer,Operations,2026-04-21T13:38:06Z,naukri
2c0602a7-b42c-42ef-ac77-50f1858d7b95,Bhavika Yadav,mandawarda@example.net,+911624565060,Content Strategist,Data,2026-05-30T05:37:34Z,referral
077d78ba-c21e-4434-ad85-e55b8e1a0139,Yamini Seshadri,jananimani@example.org,4991216558,Content Strategist,Finance,2026-05-25T20:46:23Z,linkedin
65b359d3-70f3-4fdc-91df-e193b735415d,Xiti Baria,maanas39@example.net,+910257872982,Frontend Engineer,Marketing,2026-05-25T10:00:56Z,naukri
ee1f3709-348a-4a52-9f51-f51816131784,Gayathri Tripathi,eiravati26@example.net,8794705516,Sales Executive,Design,2026-05-12T01:21:13Z,linkedin
80ed7176-9fd2-4e08-ac50-1da26e678d45,Charan Srinivasan,avi97@example.com,+918962309130,ML Engineer,Engineering,2026-04-15T23:07:23Z,naukri
f21ae21d-aad5-40f3-878b-8e55833d35ed,Samar Roy,amurthy@example.org,9702838578,UX Designer,HR,2026-05-17T01:16:50Z,company_portal
f9cfa7ee-9c95-451b-8059-c04341abafc7,Irya Lalla,lmurthy@example.com,7334843443,ML Engineer,Data,2026-04-30T23:36:15Z,referral
9cc4fee6-8adb-4cc5-9ca7-f1990a925218,Bhavna Dara,enadig@example.com,8665240415,Backend Engineer,Data,2026-06-24T15:36:45Z,naukri
22921d1d-4617-46c3-bf69-832f15d1c416,Saksham Yohannan,vkunda@example.com,08421993308,Sales Executive,Product,2026-04-26T12:05:07Z,company_portal
cc588748-257c-4472-84d4-436d92b94354,Ganga Sodhi,virajben@example.org,+912082677345,Backend Engineer,Operations,2026-04-22T01:26:14Z,naukri
d9784242-8f3a-489b-926f-18ad54f6c30b,Parth Sahni,daniel19@example.org,+910672400499,Marketing Specialist,Engineering,2026-03-17T02:57:01Z,linkedin
fdcba7f7-ab0d-4428-91d6-5dbc038e6e97,Krish Thaman,nayakbhavani@example.com,04315274205,Product Manager,Legal,2026-05-09T12:32:45Z,company_portal
db9afe8e-a250-46a1-bf59-654e39ed47af,Prisha Varma,reyansh29@example.net,01612275304,Data Analyst,Legal,2026-06-21T19:36:19Z,naukri
644bf8fe-dad8-4501-a690-4c56b7300d56,Chasmum Apte,ckeer@example.com,05301742684,Frontend Engineer,Marketing,2026-04-23T02:52:41Z,naukri
fb4d6d3b-6aad-435a-8c03-35aae573fadc,Theodore Deol,merchantjhalak@example.net,02795687833,Operations Lead,Product,2026-03-03T12:45:32Z,naukri
0fc45d2e-b2b9-4329-a05a-825d3ad70810,Faras Choudhury,vorasanya@example.net,+918839822587,UX Designer,Sales,2026-03-09T06:48:06Z,linkedin
2d03e6f2-2961-4cb6-ab1a-5b000296e7d3,Christopher Setty,jhavrinda@example.org,+918679087406,Software Engineer,Operations,2026-04-05T13:43:17Z,internshala
d4c910dd-a9ad-41c7-97c6-ff6fb73113c7,Pallavi Padmanabhan,aarush39@example.org,1801704622,Marketing Specialist,Finance,2026-05-21T23:38:48Z,linkedin
d4dd6180-6f0a-438b-8cd8-7e31bcd261e7,Keya Buch,yprasad@example.com,8251286823,Legal Counsel,Marketing,2026-04-26T03:03:11Z,linkedin
5ee5f7c5-6591-4d0b-a385-f8314ea02a8f,Ladli Karpe,bajajchanchal@example.com,+917524310690,Operations Lead,Sales,2026-05-01T22:17:37Z,naukri
037801ce-6a69-4430-aa34-f6ec2ba6a8b0,Sanya Bava,samuelbhavsar@example.org,+910673830284,Financial Analyst,Sales,2026-04-26T21:46:27Z,internshala
0eb348e7-17cb-4432-af83-a3fa8cde0c94,Luke Verma,eiravatinagi@example.org,+916440892687,UX Designer,Finance,2026-06-04T12:41:34Z,naukri
f2a8e3b1-9663-4ce6-a57f-e18ded6d05db,Omaja Rege,padmanabhanlakshmi@example.net,+914628733427,Legal Counsel,Legal,2026-05-26T10:52:14Z,company_portal
8baca1df-2dda-4f77-a86c-6804a9f11d53,Lipika Kibe,sacharomaja@example.net,03517518304,Operations Lead,Engineering,2026-04-11T09:26:58Z,company_portal
b3953fb2-5d65-42a2-89fb-f105f253f7e5,Varenya Joshi,ebaral@example.org,04033173936,UX Designer,Finance,2026-05-04T12:46:55Z,internshala
fe39b92e-74e8-4699-b6f9-155432a85b64,Jagrati Morar,ekantamandal@example.com,05877175355,Backend Engineer,Marketing,2026-03-03T10:38:56Z,naukri
b8480a6d-009c-4f8d-afb4-f8ce53482a8d,Amol Lal,kbath@example.org,9964235369,HR Business Partner,Data,2026-04-04T11:01:29Z,internshala
fcb3271c-40ee-463f-a6e5-fc6e7d097fa6,Vritti Sharma,xalaknazareth@example.com,+915228728080,DevOps Engineer,Design,2026-03-29T08:41:22Z,linkedin
b251c227-31cb-4138-8260-a03a99be5a35,Vihaan Bir,bavaabeer@example.com,2038750997,Operations Lead,Legal,2026-05-05T03:21:23Z,company_portal
d7fbfb0d-f269-424a-91f2-40f9fe72dfbc,Advik Badal,ababu@example.net,4840862118,ML Engineer,Data,2026-06-11T02:40:51Z,company_portal
2c19a68c-b39a-4d76-b5c6-b0fb0648cf91,Irya Loke,wrideshhanda@example.net,01567933410,DevOps Engineer,Data,2026-05-16T14:59:44Z,referral
53fa2b59-d41b-4698-9765-67b4f98e7176,Daksh Andra,raviladli@example.com,2176591803,Software Engineer,Data,2026-06-24T12:03:58Z,naukri
708ab8aa-af06-4de3-a6f3-7e6d39ef5160,Avni Bali,vaishnavimadan@example.org,+915039261429,ML Engineer,Product,2026-03-02T13:09:13Z,naukri
3b8d956c-9f06-4826-83d4-09a943b23cf3,Logan Brar,lopazachariah@example.com,5016315999,Content Strategist,Legal,2026-04-09T18:27:42Z,referral
3191806b-5ec7-42a3-bfb7-239f608c79eb,Shravya Swaminathan,bnarain@example.net,+915866296194,HR Business Partner,Finance,2026-04-15T16:25:39Z,referral
61adfa97-3bb1-446e-a7d9-f5354b6f7e24,Lajita Dube,ethanbutala@example.com,6551104754,Backend Engineer,Engineering,2026-05-31T14:09:52Z,linkedin
b5521707-5098-4761-abed-16196603f3db,Saumya Vala,deogagan@example.org,01015819956,UX Designer,Design,2026-04-07T16:34:19Z,internshala
3f8d5769-7da6-4f9c-9572-7fdb8d8d7527,Xavier Verma,manneodika@example.com,+916224447212,Software Engineer,Operations,2026-03-31T00:56:15Z,referral
14115455-bb68-4dc2-ad10-09ba5a90482b,Faraj Patel,amajumdar@example.com,03799371240,HR Business Partner,Design,2026-06-05T16:19:29Z,naukri
e26ba2ec-547b-48a3-9f3b-b438981b0613,Ria Natt,nnatarajan@example.com,09245937526,Operations Lead,Legal,2026-03-18T02:38:34Z,company_portal
d823641a-6ecc-431f-96df-478803d75078,Krisha Mand,bishakha79@example.org,05193982807,Legal Counsel,Operations,2026-04-04T07:21:19Z,naukri
138578cc-dfef-4042-92b1-2daee2f54eb5,Nilima Tata,rakshamanne@example.net,+914342661797,HR Business Partner,Design,2026-03-14T20:37:42Z,naukri
65ec9cb4-2f33-4778-9b6e-a0d80efcad6f,Balhaar Parsa,gwarrior@example.net,8911352909,Sales Executive,Data,2026-04-02T20:25:11Z,company_portal
17ea0d13-7f29-497a-8b78-4deadfcb833f,Advaith Chaudhari,ynarula@example.com,03888993756,HR Business Partner,Data,2026-03-20T00:27:49Z,company_portal
3613f47c-61a9-4577-ac40-6374a547faa8,Vasudha Cheema,jtella@example.com,06112545738,Data Analyst,Sales,2026-04-04T19:56:31Z,referral
49b07efc-d0fd-411a-8e89-bc1597f6f5c3,Sneha Nagar,epall@example.org,+914010512382,Marketing Specialist,Marketing,2026-05-07T11:36:45Z,internshala
4fa824b1-0c68-4a4e-ac62-f84bce366f82,Nidhi Gour,gangasandhu@example.com,+916609379660,Product Manager,Design,2026-06-13T14:22:40Z,referral
39c1dab7-fd54-4b1f-b045-c3f6255ac5f9,Harsh Yadav,sameshmallick@example.net,+915537147859,Frontend Engineer,Design,2026-04-15T20:49:23Z,referral
a1712ac5-c06a-481e-b9d0-7ac4fe06b14c,Indira Shankar,lramanathan@example.org,2499125134,Financial Analyst,Finance,2026-06-16T18:34:07Z,company_portal
9935feec-60bc-45e1-9f6a-a97d9380f632,Yasti Rama,goswamikashvi@example.net,09296627828,HR Business Partner,Finance,2026-03-15T21:08:44Z,linkedin
46e52bec-ad02-4f75-9d4f-e2d1b599f48a,Divya Seshadri,vrishtimani@example.org,0507236887,ML Engineer,Finance,2026-05-20T01:58:43Z,naukri
8180c065-827d-4a9d-ad0b-7508eac8fc8c,Vrinda Ganesh,aswamy@example.net,+919034043842,Frontend Engineer,Engineering,2026-03-07T19:53:22Z,internshala
21c52fd1-ff05-4d3b-bbca-04d45b2546b0,Ishaan Loyal,jtandon@example.net,5807836134,HR Business Partner,Engineering,2026-04-16T09:11:34Z,company_portal
69f1888e-e2f7-4875-9107-3744bdfd3862,Reva Dalal,senguptaadya@example.com,+913959629233,DevOps Engineer,Finance,2026-05-02T06:15:40Z,naukri
d253e54d-9120-400d-862a-0a84e4c01fcb,Ekiya Master,panchalavni@example.net,09481260422,Frontend Engineer,Operations,2026-03-16T17:36:26Z,internshala
25acc5d4-89ac-4cbd-b55c-a882b95ef717,Vrishti Dhar,madhavnagy@example.org,4667116845,HR Business Partner,Data,2026-05-17T10:06:43Z,company_portal
d5b73752-39e7-4b56-894e-c3cce3940d84,Girik Shanker,usura@example.net,5186363745,HR Business Partner,Engineering,2026-04-05T14:45:14Z,naukri
d04f1896-c1a0-4ac1-b340-ff594cd56e10,Hemal Bava,geetika89@example.org,+911701277063,Backend Engineer,Finance,2026-04-24T23:25:11Z,referral
9a697a3d-d480-4eb9-8798-904712a3e696,Jalsa Krishna,chasmumdutt@example.com,+915206436110,Content Strategist,Design,2026-03-30T11:42:03Z,internshala
3cb42209-b83e-4db2-8eec-00bdf0ee32b4,Zilmil Saxena,vanshabrahmbhatt@example.org,+910516271361,Software Engineer,Finance,2026-03-17T12:42:01Z,internshala
